Run 14989
Subrun 399
Event 3990012
Cluster 0
10.5785 -4.65 15.05
10.6942 -4.65 14.75
10.5399 -4.95 14.75
10.5785 -4.35 14.45
10.5977 -4.35 14.15
10.4821 -4.65 14.15
10.6363 -4.65 15.95
11.4654 -4.05 15.95
10.5592 -4.65 15.35
10.5785 -4.65 15.65
10.4242 -4.65 15.65
Cluster 6
44.5528 -6.15 82.55
44.4564 -6.15 82.25
44.3407 -6.45 82.25
44.9963 -8.25 82.25
44.7263 -6.15 81.95
44.3985 -6.75 81.95
44.7456 -7.05 85.55
44.5142 -6.75 85.55
44.7842 -8.25 84.95
44.4371 -7.95 84.95
44.9192 -7.05 84.95
44.8227 -7.05 85.25
44.9963 -6.45 85.25
44.7649 -6.15 83.15
44.8999 -8.25 83.15
44.8806 -6.15 82.85
44.9577 -8.25 82.85
44.5721 -8.25 82.85
44.2636 -6.45 82.55
Cluster 7
24.6734 15.15 15.05
24.6734 14.85 14.15
24.4998 15.45 15.95
Cluster 8
4.83252 -4.65 19.55
4.94821 -4.95 19.55
6.66428 -5.85 18.65
5.58451 -4.35 22.55
5.44953 -4.35 22.25
5.54594 -4.65 21.35
5.62307 -4.95 21.05
6.8571 -3.75 21.95
6.8571 -6.15 17.45
5.39169 -4.65 21.65
5.17959 -4.35 21.65
5.75804 -4.95 20.75
Cluster 9
51.2628 -9.45 77.15
51.4942 -9.45 77.45
51.1664 -9.45 81.05
51.1279 -9.45 80.75
51.5328 -9.75 79.55
51.4171 -9.15 79.25
51.5328 -9.45 79.25
51.3207 -9.45 80.45
51.5521 -9.45 78.95
51.205 -9.45 81.35
51.0893 -9.15 80.45
51.0893 -8.85 80.45
Cluster 10
13.6057 -7.35 35.75
13.7792 -7.35 35.45
13.1815 -7.95 35.15
Run 14989
Subrun 399
Event 3990033
Cluster 0
1.22684 10.65 23.75
1.22684 13.05 19.25
1.22684 15.45 82.25
0.841211 10.65 28.25
0.841211 10.65 23.75
-0.469944 10.65 46.25
-0.469944 10.65 41.75
4.73611 15.15 28.25
4.73611 15.15 23.75
4.73611 15.15 19.25
4.50473 15.15 32.75
4.50473 15.15 28.25
4.50473 15.15 23.75
0.14707 10.35 41.75
0.14707 10.35 32.75
-0.142155 10.05 41.75
-0.142155 10.05 32.75
3.57921 14.85 37.25
3.57921 14.85 50.75
3.57921 14.85 41.75
3.57921 14.85 46.25
3.75275 14.85 37.25
3.75275 14.85 41.75
3.75275 14.85 46.25
-1.16408 9.45 55.25
1.22684 10.65 24.05
1.22684 13.05 19.55
1.22684 15.45 82.55
5.21815 15.45 19.55
5.21815 15.45 15.05
0.551986 10.65 33.05
0.551986 10.65 28.55
4.71683 15.15 28.55
4.71683 15.15 24.05
4.71683 15.15 19.55
0.127789 10.35 42.05
0.127789 10.35 33.05
4.46617 15.15 33.05
4.46617 15.15 28.55
4.46617 15.15 24.05
3.75275 14.85 37.55
3.75275 14.85 42.05
3.75275 14.85 46.55
4.87108 14.85 24.05
4.87108 14.85 19.55
4.87108 14.85 15.05
3.96484 14.85 37.55
3.96484 14.85 42.05
3.96484 14.85 46.55
3.96484 14.85 33.05
1.36182 10.65 23.15
1.36182 13.05 18.65
1.36182 15.45 81.65
1.36182 15.45 77.15
0.899056 10.65 27.65
0.899056 10.65 23.15
0.204915 10.35 32.15
-0.0843099 10.35 41.15
-0.0843099 10.35 32.15
4.5433 15.15 32.15
4.5433 15.15 27.65
4.5433 15.15 23.15
3.82987 14.85 36.65
3.82987 14.85 41.15
3.82987 14.85 45.65
3.61777 14.85 36.65
3.61777 14.85 41.15
3.61777 14.85 45.65
-0.412099 10.05 45.65
-0.412099 10.05 41.15
-0.412099 10.05 32.15
4.1191 14.85 36.65
4.1191 14.85 45.65
4.1191 14.85 32.15
4.1191 14.85 27.65
-1.54972 9.75 63.65
1.9017 13.65 81.65
1.9017 13.65 77.15
1.9017 11.25 14.15
1.9017 13.65 72.65
0.320606 8.85 32.15
1.28469 10.65 23.45
1.28469 13.05 18.95
1.28469 15.45 81.95
5.04462 15.45 23.45
5.04462 15.45 18.95
5.04462 15.45 14.45
4.50473 15.15 32.45
4.50473 15.15 27.95
4.50473 15.15 23.45
4.77468 15.15 23.45
4.77468 15.15 18.95
0.185634 10.35 32.45
-0.0843099 10.35 41.45
-0.0843099 10.35 32.45
4.04197 14.85 36.95
4.04197 14.85 41.45
4.04197 14.85 45.95
4.04197 14.85 32.45
3.77203 14.85 36.95
3.77203 14.85 41.45
3.77203 14.85 45.95
-0.122873 10.05 41.45
-0.122873 10.05 32.45
-1.60756 9.75 63.95
1.51607 11.25 18.95
1.51607 13.65 81.95
1.51607 13.65 77.45
1.51607 11.25 14.45
-3.28507 10.05 77.75
-1.29906 9.45 64.25
-1.29906 9.45 55.25
-2.34027 8.85 77.75
-2.34027 8.85 82.25
-2.34027 8.85 73.25
-2.99584 8.85 77.75
-2.99584 8.85 82.25
-2.53308 8.85 77.75
-2.53308 8.85 82.25
-2.53308 8.85 73.25
-3.26579 10.05 77.45
2.22949 14.25 77.45
2.22949 11.85 14.45
2.22949 14.25 72.95
2.22949 14.25 68.45
2.22949 14.25 63.95
2.67297 14.25 68.45
2.67297 14.25 63.95
2.67297 14.25 36.95
2.67297 14.25 59.45
2.67297 14.25 54.95
-2.3017 8.85 77.45
-2.3017 8.85 81.95
-2.3017 8.85 72.95
-3.80568 8.85 77.45
1.63176 10.95 22.55
1.63176 13.35 85.55
1.63176 13.35 81.05
1.63176 10.95 18.05
0.397732 8.85 36.05
3.88772 14.85 40.55
3.88772 14.85 45.05
3.88772 14.85 49.55
3.88772 14.85 36.05
-0.373535 10.05 49.55
-0.373535 10.05 45.05
-0.373535 10.05 36.05
3.63706 14.85 40.55
3.63706 14.85 45.05
3.63706 14.85 49.55
-0.0843099 10.35 45.05
-0.0843099 10.35 36.05
0.262761 10.35 36.05
4.5433 15.15 36.05
4.5433 15.15 31.55
4.5433 15.15 27.05
4.35048 15.15 36.05
4.35048 15.15 31.55
4.35048 15.15 27.05
1.3811 10.65 27.05
1.3811 13.05 22.55
1.3811 15.45 85.55
1.3811 15.45 81.05
0.918338 10.65 31.55
0.918338 10.65 27.05
5.08318 15.45 22.55
5.08318 15.45 18.05
1.63176 10.95 22.25
1.63176 13.35 85.25
1.63176 13.35 80.75
1.63176 10.95 17.75
3.63706 14.85 40.25
3.63706 14.85 44.75
3.63706 14.85 49.25
3.84915 14.85 40.25
3.84915 14.85 44.75
3.84915 14.85 49.25
3.84915 14.85 35.75
3.44424 14.85 40.25
3.44424 14.85 53.75
3.44424 14.85 44.75
3.44424 14.85 49.25
4.83252 15.15 26.75
4.83252 15.15 22.25
0.262761 10.35 35.75
4.56258 15.15 35.75
4.56258 15.15 31.25
4.56258 15.15 26.75
1.41966 10.65 26.75
1.41966 13.05 22.25
1.41966 15.45 85.25
1.41966 15.45 80.75
0.93762 10.65 31.25
0.93762 10.65 26.75
-1.85823 9.75 75.35
-1.85823 9.75 66.35
3.88772 14.85 39.35
3.88772 14.85 43.85
3.88772 14.85 48.35
3.88772 14.85 34.85
-0.566352 10.05 48.35
-0.566352 10.05 43.85
-0.296408 10.05 48.35
-0.296408 10.05 43.85
-0.296408 10.05 34.85
3.46352 14.85 39.35
3.46352 14.85 52.85
3.46352 14.85 43.85
3.46352 14.85 48.35
0.0120986 10.35 43.85
0.0120986 10.35 34.85
4.60114 15.15 30.35
4.60114 15.15 25.85
0.320606 10.35 34.85
4.89037 15.15 25.85
4.89037 15.15 21.35
4.89037 15.15 16.85
1.01475 10.65 30.35
1.01475 10.65 25.85
5.12175 15.45 21.35
5.12175 15.45 16.85
0.667676 10.65 34.85
0.667676 10.65 30.35
1.45823 13.05 21.35
1.45823 15.45 84.35
1.45823 15.45 79.85
1.45823 13.05 16.85
-0.585634 10.05 48.05
-0.585634 10.05 43.55
3.907 14.85 39.05
3.907 14.85 43.55
3.907 14.85 48.05
3.907 14.85 34.55
-0.277127 10.05 48.05
-0.277127 10.05 43.55
-0.277127 10.05 34.55
3.65634 14.85 39.05
3.65634 14.85 43.55
3.65634 14.85 48.05
0.0892253 10.35 43.55
0.0892253 10.35 34.55
4.40832 15.15 34.55
4.40832 15.15 30.05
4.40832 15.15 25.55
0.359169 10.35 34.55
1.05331 10.65 30.05
1.05331 10.65 25.55
1.05331 13.05 21.05
0.686958 10.65 34.55
0.686958 10.65 30.05
-3.84424 10.35 79.55
-3.43932 10.05 79.55
2.13308 14.25 79.55
2.13308 11.85 16.55
2.13308 14.25 75.05
2.13308 14.25 70.55
-1.39546 9.45 66.05
-1.39546 9.45 57.05
-2.66806 8.55 79.55
-2.66806 8.55 84.05
-3.01513 10.05 79.25
-3.40076 10.05 79.25
3.19358 14.55 38.75
3.19358 14.55 61.25
3.19358 14.55 56.75
3.19358 14.55 52.25
3.19358 14.55 43.25
3.19358 14.55 47.75
-1.3569 9.45 65.75
-1.3569 9.45 56.75
-2.08961 8.85 79.25
-2.08961 8.85 74.75
-2.39811 8.85 79.25
-2.39811 8.85 83.75
-2.39811 8.85 74.75
-2.78375 8.55 81.05
-2.78375 8.55 85.55
-2.45596 8.85 81.05
-2.45596 8.85 85.55
-2.45596 8.85 76.55
-2.26314 8.85 81.05
-2.26314 8.85 76.55
2.24877 14.25 81.05
2.24877 11.85 18.05
2.24877 14.25 76.55
2.24877 14.25 72.05
2.24877 14.25 67.55
-3.18866 10.05 81.05
-3.94065 10.35 81.05
-2.26314 8.85 81.35
-2.26314 8.85 76.85
1.51607 11.85 22.85
1.51607 14.25 85.85
1.51607 14.25 81.35
1.51607 11.85 18.35
-3.18866 10.05 81.35
-3.97921 10.35 81.35
-2.74518 8.55 80.45
-2.74518 8.55 84.95
-2.45596 8.85 80.45
-2.45596 8.85 84.95
-2.45596 8.85 75.95
-2.2053 8.85 80.45
-2.2053 8.85 75.95
-1.60756 9.15 66.95
1.51607 11.85 21.95
1.51607 14.25 84.95
1.51607 14.25 80.45
1.51607 11.85 17.45
-1.43403 9.45 66.95
-1.43403 9.45 57.95
-3.92137 10.35 80.45
-2.53308 8.85 80.75
-2.53308 8.85 85.25
-2.53308 8.85 76.25
-2.24386 8.85 80.75
-2.24386 8.85 76.25
2.26806 14.25 80.75
2.26806 14.25 76.25
2.26806 14.25 71.75
2.26806 14.25 67.25
-3.51645 10.05 80.75
-3.95993 10.35 80.75
2.76938 14.25 66.35
2.76938 14.25 39.35
2.76938 14.25 61.85
2.76938 14.25 57.35
-1.39546 9.45 66.35
-1.39546 9.45 57.35
-3.47789 10.05 79.85
-3.11154 10.05 79.85
-3.82496 10.35 79.85
-2.74518 8.55 80.15
-2.74518 8.55 84.65
-2.18601 8.85 80.15
-2.18601 8.85 75.65
-2.43668 8.85 80.15
-2.43668 8.85 84.65
-2.43668 8.85 75.65
2.9622 14.25 39.65
2.9622 14.25 62.15
2.9622 14.25 57.65
2.9622 14.25 53.15
2.9622 14.25 44.15
-3.49717 10.05 80.15
-3.11154 10.05 80.15
-3.82496 10.35 80.15
-3.61286 10.65 80.15
-3.76711 10.35 78.95
-2.99584 10.05 78.95
-2.99584 10.05 83.45
-3.40076 10.05 78.95
-0.874859 9.75 56.45
-0.874859 9.75 47.45
1.63176 11.85 20.45
1.63176 14.25 83.45
1.63176 14.25 78.95
1.63176 11.85 15.95
2.34518 14.25 74.45
2.34518 14.25 69.95
2.34518 14.25 65.45
2.34518 14.25 38.45
-1.37618 9.45 65.45
-1.37618 9.45 56.45
2.13308 13.65 78.95
2.13308 11.25 15.95
2.13308 13.65 74.45
2.13308 13.65 69.95
-3.03441 10.65 78.65
-3.74783 10.35 78.65
-2.95728 10.05 78.65
-2.95728 10.05 83.15
-3.38148 10.05 78.65
-2.61021 8.85 78.65
-2.61021 8.85 83.15
-2.39811 8.85 78.65
-2.39811 8.85 83.15
-2.39811 8.85 74.15
-2.61021 8.55 78.65
-2.61021 8.55 83.15
-3.68999 10.35 78.35
-2.91872 10.05 78.35
-2.91872 10.05 82.85
-3.32363 10.05 78.35
1.70889 11.85 19.85
1.70889 14.25 82.85
1.70889 14.25 78.35
1.70889 11.85 15.35
2.34518 14.25 73.85
2.34518 14.25 69.35
2.34518 14.25 64.85
2.34518 14.25 37.85
-2.37883 8.85 78.35
-2.37883 8.85 82.85
-2.37883 8.85 73.85
1.97883 15.15 82.55
1.97883 15.15 78.05
1.97883 12.75 15.05
1.97883 15.15 73.55
-3.32363 10.05 78.05
2.65369 14.25 69.05
2.65369 14.25 64.55
2.65369 14.25 37.55
2.65369 14.25 60.05
2.65369 14.25 55.55
-1.81966 9.15 73.55
-1.81966 9.15 64.55
-2.5138 8.85 78.05
-2.5138 8.85 82.55
-2.5138 8.85 73.55
4.48545 14.85 32.15
4.48545 14.85 27.65
4.48545 14.85 23.15
4.25407 14.85 36.65
4.25407 14.85 32.15
4.25407 14.85 27.65
-3.20794 10.05 77.15
2.24877 14.25 77.15
2.24877 11.85 14.15
2.24877 14.25 72.65
2.24877 14.25 68.15
2.24877 14.25 63.65
-2.26314 8.85 77.15
-2.26314 8.85 72.65
-2.5138 8.85 77.15
-2.5138 8.85 81.65
-2.5138 8.85 72.65
-0.392817 10.05 49.85
-0.392817 10.05 45.35
-0.392817 10.05 36.35
3.59849 14.85 40.85
3.59849 14.85 45.35
3.59849 14.85 49.85
3.82987 14.85 40.85
3.82987 14.85 45.35
3.82987 14.85 49.85
4.09982 14.85 40.85
4.09982 14.85 49.85
4.09982 14.85 36.35
-0.103592 10.35 45.35
-0.103592 10.35 36.35
3.2707 15.15 40.85
3.2707 15.15 58.85
3.2707 15.15 54.35
3.2707 15.15 45.35
3.2707 15.15 49.85
4.79396 15.15 27.35
4.79396 15.15 22.85
4.5433 15.15 36.35
4.5433 15.15 31.85
4.5433 15.15 27.35
2.538 15.45 72.35
2.538 15.45 67.85
2.538 15.45 40.85
2.538 15.45 63.35
2.538 15.45 58.85
1.36182 10.65 27.35
1.36182 13.05 22.85
1.36182 15.45 85.85
1.36182 15.45 81.35
-1.89679 9.75 75.95
-1.89679 9.75 66.95
3.54065 14.85 39.95
3.54065 14.85 53.45
3.54065 14.85 44.45
3.54065 14.85 48.95
3.86844 14.85 39.95
3.86844 14.85 44.45
3.86844 14.85 48.95
3.86844 14.85 35.45
-0.0650282 10.35 44.45
-0.0650282 10.35 35.45
4.56258 15.15 35.45
4.56258 15.15 30.95
4.56258 15.15 26.45
0.282042 10.35 35.45
0.995465 10.65 30.95
0.995465 10.65 26.45
1.45823 13.05 21.95
1.45823 15.45 84.95
1.45823 15.45 80.45
1.45823 13.05 17.45
5.08318 15.45 21.95
5.08318 15.45 17.45
-1.00983 9.45 57.65
3.65634 14.85 39.65
3.65634 14.85 44.15
3.65634 14.85 48.65
3.44424 14.85 39.65
3.44424 14.85 53.15
3.44424 14.85 44.15
3.44424 14.85 48.65
3.84915 14.85 39.65
3.84915 14.85 44.15
3.84915 14.85 48.65
3.84915 14.85 35.15
-0.0457465 10.35 44.15
-0.0457465 10.35 35.15
4.60114 15.15 30.65
4.60114 15.15 26.15
0.301324 10.35 35.15
4.87108 15.15 26.15
4.87108 15.15 21.65
4.87108 15.15 17.15
5.10246 15.45 21.65
5.10246 15.45 17.15
0.686958 10.65 35.15
0.686958 10.65 30.65
1.47751 13.05 21.65
1.47751 15.45 84.65
1.47751 15.45 80.15
1.47751 13.05 17.15
3.71418 14.85 38.75
3.71418 14.85 43.25
3.71418 14.85 47.75
-0.527789 10.05 47.75
-0.527789 10.05 43.25
-0.238563 10.05 47.75
-0.238563 10.05 43.25
-0.238563 10.05 34.25
0.339887 10.35 34.25
4.6397 15.15 29.75
4.6397 15.15 25.25
4.6397 15.15 20.75
0.725521 10.65 34.25
0.725521 10.65 29.75
0.725521 10.65 25.25
1.11115 10.65 25.25
1.11115 13.05 20.75
5.16031 15.45 20.75
5.16031 15.45 16.25
-1.7811 9.75 65.45
3.71418 14.85 38.45
3.71418 14.85 42.95
3.71418 14.85 47.45
-0.527789 10.05 47.45
-0.527789 10.05 42.95
3.96484 14.85 38.45
3.96484 14.85 42.95
3.96484 14.85 47.45
3.96484 14.85 33.95
3.57921 14.85 38.45
3.57921 14.85 51.95
3.57921 14.85 42.95
3.57921 14.85 47.45
0.397732 10.35 33.95
4.42761 15.15 33.95
4.42761 15.15 29.45
4.42761 15.15 24.95
4.67827 15.15 29.45
4.67827 15.15 24.95
4.67827 15.15 20.45
1.09187 10.65 24.95
1.09187 13.05 20.45
1.65104 13.05 20.45
1.65104 15.45 83.45
1.65104 15.45 78.95
1.65104 13.05 15.95
5.16031 15.45 20.45
5.16031 15.45 15.95
1.18828 10.65 24.35
1.18828 13.05 19.85
0.783366 10.65 28.85
0.783366 10.65 24.35
0.224197 10.35 33.35
4.69755 15.15 28.85
4.69755 15.15 24.35
4.69755 15.15 19.85
0.436296 10.35 33.35
0.436296 10.35 28.85
4.46617 15.15 33.35
4.46617 15.15 28.85
4.46617 15.15 24.35
3.71418 14.85 37.85
3.71418 14.85 42.35
3.71418 14.85 46.85
3.55993 14.85 37.85
3.55993 14.85 51.35
3.55993 14.85 42.35
3.55993 14.85 46.85
4.04197 14.85 37.85
4.04197 14.85 42.35
4.04197 14.85 46.85
4.04197 14.85 33.35
-0.489225 10.05 46.85
-0.489225 10.05 42.35
1.14972 10.65 24.65
1.14972 13.05 20.15
0.783366 10.65 29.15
0.783366 10.65 24.65
5.17959 15.45 20.15
5.17959 15.45 15.65
1.72817 13.05 20.15
1.72817 15.45 83.15
1.72817 15.45 78.65
1.72817 13.05 15.65
0.474859 10.35 33.65
0.474859 10.35 29.15
4.67827 15.15 29.15
4.67827 15.15 24.65
4.67827 15.15 20.15
4.46617 15.15 33.65
4.46617 15.15 29.15
4.46617 15.15 24.65
3.71418 14.85 38.15
3.71418 14.85 42.65
3.71418 14.85 47.15
3.98413 14.85 38.15
3.98413 14.85 42.65
3.98413 14.85 47.15
3.98413 14.85 33.65
-0.2 10.05 42.65
-0.2 10.05 33.65
3.52137 14.85 38.15
3.52137 14.85 51.65
3.52137 14.85 42.65
3.52137 14.85 47.15
-0.508507 10.05 47.15
-0.508507 10.05 42.65
0.629113 8.55 33.65
0.629113 8.55 29.15
Cluster 1
1.22684 -13.35 19.25
1.22684 -15.75 14.75
0.841211 -13.35 23.75
0.841211 -13.35 19.25
-0.469944 -13.35 37.25
-0.469944 -13.35 32.75
0.14707 -13.65 28.25
-0.142155 -13.95 32.75
-0.142155 -13.95 28.25
-1.16408 -14.55 41.75
-1.16408 -14.55 37.25
1.22684 -13.35 19.55
1.22684 -15.75 15.05
0.551986 -13.35 28.55
0.551986 -13.35 24.05
0.127789 -13.65 28.55
1.36182 -13.35 18.65
1.36182 -15.75 14.15
0.899056 -13.35 23.15
0.899056 -13.35 18.65
0.204915 -13.65 27.65
0.204915 -13.65 23.15
-0.0843099 -13.65 32.15
-0.0843099 -13.65 27.65
-0.412099 -13.95 36.65
-0.412099 -13.95 32.15
-1.54972 -14.25 45.65
-1.54972 -14.25 41.15
-1.54972 -14.25 36.65
1.9017 -17.55 14.15
0.320606 -15.15 27.65
0.320606 -15.15 23.15
1.28469 -13.35 18.95
1.28469 -15.75 14.45
0.185634 -13.65 27.95
0.185634 -13.65 23.45
-0.0843099 -13.65 32.45
-0.0843099 -13.65 27.95
-0.122873 -13.95 32.45
-0.122873 -13.95 27.95
-1.60756 -14.25 45.95
-1.60756 -14.25 41.45
1.51607 -15.15 18.95
1.51607 -17.55 14.45
-4.0949 -13.65 73.25
-4.0949 -13.65 68.75
-3.28507 -13.95 64.25
-3.28507 -13.95 59.75
-1.29906 -14.55 41.75
-1.29906 -14.55 37.25
-2.34027 -15.15 55.25
-2.34027 -15.15 46.25
-2.99584 -15.15 59.75
-2.53308 -15.15 55.25
-4.07562 -13.65 72.95
-4.07562 -13.65 68.45
-3.26579 -13.95 63.95
-3.26579 -13.95 59.45
-2.3017 -15.15 54.95
-2.3017 -15.15 45.95
-3.80568 -15.15 72.95
-3.80568 -15.15 68.45
-3.80568 -15.15 63.95
-3.80568 -17.55 54.95
1.63176 -17.85 18.05
0.397732 -15.15 31.55
0.397732 -15.15 27.05
-0.373535 -13.95 40.55
-0.373535 -13.95 36.05
-0.0843099 -13.65 36.05
-0.0843099 -13.65 31.55
0.262761 -13.65 31.55
0.262761 -13.65 27.05
1.3811 -13.35 22.55
1.3811 -15.75 18.05
0.918338 -13.35 27.05
0.918338 -13.35 22.55
1.63176 -17.85 17.75
0.262761 -13.65 31.25
0.262761 -13.65 26.75
1.41966 -13.35 22.25
1.41966 -15.75 17.75
0.93762 -13.35 26.75
0.93762 -13.35 22.25
-1.85823 -14.25 48.35
-0.566352 -13.95 39.35
-0.566352 -13.95 34.85
-0.296408 -13.95 39.35
-0.296408 -13.95 34.85
-0.296408 -13.95 30.35
0.0120986 -13.65 34.85
0.0120986 -13.65 30.35
0.320606 -13.65 30.35
0.320606 -13.65 25.85
1.01475 -13.35 25.85
1.01475 -13.35 21.35
0.667676 -13.35 25.85
1.45823 -13.35 21.35
1.45823 -15.75 16.85
-0.585634 -13.95 39.05
-0.585634 -13.95 34.55
-0.277127 -13.95 39.05
-0.277127 -13.95 34.55
-0.277127 -13.95 30.05
0.0892253 -13.65 34.55
0.0892253 -13.65 30.05
0.359169 -13.65 30.05
0.359169 -13.65 25.55
1.05331 -13.35 25.55
1.05331 -13.35 21.05
0.686958 -13.35 25.55
-4.21059 -13.65 75.05
-4.21059 -13.65 70.55
-3.84424 -13.65 75.05
-3.84424 -13.65 70.55
-3.84424 -13.65 66.05
-3.43932 -13.95 70.55
-3.43932 -13.95 66.05
-3.43932 -16.35 57.05
-3.43932 -13.95 61.55
2.13308 -16.95 16.55
-1.39546 -14.55 48.05
-1.39546 -14.55 43.55
-1.39546 -14.55 39.05
-2.66806 -15.45 61.55
-2.66806 -15.45 57.05
-4.21059 -13.65 74.75
-4.21059 -13.65 70.25
-3.01513 -13.95 65.75
-3.01513 -13.95 61.25
-3.40076 -13.95 70.25
-3.40076 -13.95 65.75
-3.40076 -16.35 56.75
-3.40076 -13.95 61.25
-1.3569 -14.55 47.75
-1.3569 -14.55 43.25
-1.3569 -14.55 38.75
-2.08961 -15.15 47.75
-2.39811 -15.15 56.75
-2.78375 -15.45 63.05
-2.78375 -15.45 58.55
-2.45596 -15.15 58.55
-2.26314 -15.15 58.55
-2.26314 -15.15 49.55
-3.18866 -13.95 67.55
-3.18866 -13.95 63.05
-3.94065 -13.65 76.55
-3.94065 -13.65 72.05
-2.26314 -15.15 58.85
-2.26314 -15.15 49.85
1.51607 -14.55 22.85
1.51607 -16.95 18.35
-3.18866 -13.95 67.85
-3.18866 -13.95 63.35
-3.97921 -13.65 76.85
-3.97921 -13.65 72.35
-2.74518 -15.45 62.45
-2.74518 -15.45 57.95
-2.45596 -15.15 57.95
-2.2053 -15.15 57.95
-2.2053 -15.15 48.95
-1.60756 -14.85 48.95
-1.60756 -14.85 44.45
1.51607 -14.55 21.95
1.51607 -16.95 17.45
-1.43403 -14.55 48.95
-1.43403 -14.55 44.45
-1.43403 -14.55 39.95
-3.92137 -13.65 75.95
-3.92137 -13.65 71.45
-2.53308 -15.15 58.25
-2.24386 -15.15 58.25
-2.24386 -15.15 49.25
-3.51645 -13.95 71.75
-3.51645 -13.95 67.25
-3.51645 -16.35 58.25
-3.95993 -13.65 76.25
-3.95993 -13.65 71.75
-4.32628 -13.35 76.25
-1.39546 -14.55 48.35
-1.39546 -14.55 43.85
-1.39546 -14.55 39.35
-3.47789 -13.95 70.85
-3.47789 -13.95 66.35
-3.47789 -16.35 57.35
-3.11154 -13.95 66.35
-3.11154 -13.95 61.85
-3.82496 -13.65 75.35
-3.82496 -13.65 70.85
-3.82496 -13.65 66.35
-2.74518 -15.45 62.15
-2.74518 -15.45 57.65
-2.18601 -15.15 57.65
-2.18601 -15.15 48.65
-2.43668 -15.15 57.65
-3.49717 -13.95 71.15
-3.49717 -13.95 66.65
-3.49717 -16.35 57.65
-3.11154 -13.95 66.65
-3.11154 -13.95 62.15
-3.82496 -13.65 75.65
-3.82496 -13.65 71.15
-3.82496 -13.65 66.65
-3.61286 -13.35 71.15
-3.61286 -13.35 66.65
-3.61286 -15.75 57.65
-4.15275 -13.65 74.45
-4.15275 -13.65 69.95
-3.76711 -13.65 74.45
-3.76711 -13.65 69.95
-3.76711 -13.65 65.45
-3.76711 -16.05 56.45
-2.99584 -13.95 60.95
-3.40076 -13.95 69.95
-3.40076 -13.95 65.45
-3.40076 -16.35 56.45
-3.40076 -13.95 60.95
-0.874859 -14.25 38.45
1.63176 -16.95 15.95
-1.37618 -14.55 47.45
-1.37618 -14.55 42.95
-1.37618 -14.55 38.45
2.13308 -17.55 15.95
-3.03441 -13.35 65.15
-3.03441 -13.35 60.65
-3.74783 -13.65 74.15
-3.74783 -13.65 69.65
-3.74783 -13.65 65.15
-3.74783 -16.05 56.15
-4.13346 -13.65 74.15
-4.13346 -13.65 69.65
-2.95728 -13.95 60.65
-2.95728 -13.95 56.15
-3.38148 -13.95 69.65
-3.38148 -13.95 65.15
-3.38148 -16.35 56.15
-3.38148 -13.95 60.65
-2.61021 -15.15 60.65
-2.61021 -15.15 56.15
-2.39811 -15.15 56.15
-2.61021 -15.45 60.65
-2.61021 -15.45 56.15
-4.26844 -13.65 73.85
-3.68999 -13.65 69.35
-3.68999 -13.65 64.85
-3.68999 -16.05 55.85
-2.91872 -13.95 60.35
-2.91872 -13.95 55.85
-3.32363 -13.95 69.35
-3.32363 -13.95 64.85
-3.32363 -16.35 55.85
-3.32363 -13.95 60.35
1.70889 -16.95 15.35
-2.37883 -15.15 55.85
-4.49982 -13.35 73.55
1.97883 -16.05 15.05
-4.11418 -13.65 73.55
-4.11418 -13.65 69.05
-3.32363 -13.95 69.05
-3.32363 -13.95 64.55
-3.32363 -16.35 55.55
-3.32363 -13.95 60.05
-1.81966 -14.85 46.55
-2.5138 -15.15 55.55
-4.01777 -13.65 72.65
-4.01777 -13.65 68.15
-3.20794 -13.95 63.65
-3.20794 -13.95 59.15
-2.26314 -15.15 54.65
-2.26314 -15.15 45.65
-2.5138 -15.15 54.65
-0.392817 -13.95 40.85
-0.392817 -13.95 36.35
-0.103592 -13.65 36.35
-0.103592 -13.65 31.85
1.36182 -13.35 22.85
1.36182 -15.75 18.35
-1.89679 -14.25 48.95
-0.0650282 -13.65 35.45
-0.0650282 -13.65 30.95
0.282042 -13.65 30.95
0.282042 -13.65 26.45
0.995465 -13.35 26.45
0.995465 -13.35 21.95
1.45823 -13.35 21.95
1.45823 -15.75 17.45
-1.00983 -14.55 44.15
-1.00983 -14.55 39.65
-0.0457465 -13.65 35.15
-0.0457465 -13.65 30.65
0.301324 -13.65 30.65
0.301324 -13.65 26.15
0.686958 -13.35 26.15
1.47751 -13.35 21.65
1.47751 -15.75 17.15
-0.527789 -13.95 38.75
-0.527789 -13.95 34.25
-0.238563 -13.95 38.75
-0.238563 -13.95 34.25
-0.238563 -13.95 29.75
0.339887 -13.65 29.75
0.339887 -13.65 25.25
0.725521 -13.35 25.25
0.725521 -13.35 20.75
1.11115 -13.35 25.25
1.11115 -13.35 20.75
-1.7811 -14.25 47.45
-0.527789 -13.95 38.45
-0.527789 -13.95 33.95
0.397732 -13.65 29.45
0.397732 -13.65 24.95
1.09187 -13.35 24.95
1.09187 -13.35 20.45
1.65104 -15.75 15.95
1.18828 -13.35 19.85
0.783366 -13.35 24.35
0.783366 -13.35 19.85
0.224197 -13.65 28.85
0.224197 -13.65 24.35
0.436296 -13.65 28.85
0.436296 -13.65 24.35
-0.489225 -13.95 37.85
-0.489225 -13.95 33.35
1.14972 -13.35 20.15
0.783366 -13.35 24.65
0.783366 -13.35 20.15
